"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"737","PAB_0000000741","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Actinorugispora","Actinorugispora endophytica","Actinorugispora endophytica DSM 46770 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1284","surface|Daucus carota|surface-sterilized roots of Daucus carota","2795385473","5253007","4667","4600","Yes","Permanent Draft","1605990","PRJNA519302","SAMN10864760","GCF_004363075.1","GCA_004363075.1","ASM436307v1","SNYN00000000.1","link"
"738","PAB_0000000742","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis sp. TNDT3","Nocardiopsis sp. TNDT3 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1404","Date palm tree rhizospheric soil|Date palm|Date palm tree rhizospheric soil","2895965540","6127734","5923","5857","Yes","Permanent Draft","2249354","PRJNA477832","SAMN09479940","GCF_003427465.1","GCA_003427465.1","ASM342746v1","QPFC00000000.1","link"
"739","PAB_0000000743","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis sp. L17-MgMaSL7","Nocardiopsis sp. L17-MgMaSL7","Plants","not_announced","not_announced","not_announced","1506","not_announced","2751185502","6191430","5463","5391","Yes","Permanent Draft","2013","PRJNA333998","SAMN05445972","GCF_003182025.1","GCA_003182025.1","ASM318202v1","QGTF00000000.1","link"
"740","PAB_0000000744","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Promicromonospora","Promicromonospora sp. AC04","Promicromonospora sp. AC04 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1698","Populus|Populus root|Populus|Populus root","2738541272","6848551","6063","5999","Yes","Permanent Draft","2135723","PRJNA443380","SAMN08778926","GCF_003058225.1","GCA_003058225.1","ASM305822v1","QBUG00000000.1","link"
"741","PAB_0000000745","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Promicromonospora","Promicromonospora sp. SLBN-65","Promicromonospora sp. SLBN-65 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1595","Oryza sativa|Rice root","2808606394","6248540","5552","5485","Yes","Permanent Draft","1365480","PRJNA536292","SAMN11510841","GCF_006715385.1","GCA_006715385.1","ASM671538v1","VFND00000000.1","link"
"742","PAB_0000000746","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Promicromonospora","Promicromonospora sp. CF082","Promicromonospora sp. CF082 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1641","Populus|Populus root|Populus|Populus root","2738543027","6409078","5668","5604","Yes","Permanent Draft","2135724","PRJNA443381","SAMN08779372","GCF_004341335.1","GCA_004341335.1","ASM434133v1","SLVI00000000.1","link"
"743","PAB_0000000747","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Promicromonospora","Promicromonospora sp. YR516","Promicromonospora sp. YR516 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","not_announced","Populus|Populus root|Populus|Populus root","2739367654","6049412","5388","5323","Yes","Permanent Draft","2135725","PRJNA443382","SAMN08776807","GCF_003664225.1","GCA_003664225.1","ASM366422v1","RCCU00000000.1","link"
"744","PAB_0000000748","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Promicromonospora","Promicromonospora sukumoe","Promicromonospora sukumoe SAI-064 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1518","Sorghum bicolor|Sorghum roots","2758568621","5967089","5327","5258","Yes","Permanent Draft","88382","PRJNA439801","SAMN08769557","GCF_003096495.1","GCA_003096495.1","ASM309649v1","QEKX00000000.1","link"
"745","PAB_0000000749","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Promicromonospora","Promicromonospora thailandica","Promicromonospora thailandica SAI-039 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1591","Sorghum bicolor|Sorghum roots","2758568522","5953541","5277","5208","Yes","Permanent Draft","765201","PRJNA439802","SAMN08769242","GCF_003550025.1","GCA_003550025.1","ASM355002v1","QXCY00000000.1","link"
"746","PAB_0000000750","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Xylanibacterium","Xylanibacterium ulmi","Xylanibacterium ulmi DSM 16932","Plants","not_announced","not_announced","not_announced","1214","decayed wood|Ulmus nigra|decayed wood (Ulmus nigra)","2806310544","3965098","3643","3578","Yes","Permanent Draft","228973","PRJNA519702","SAMN10865814","GCF_004216535.1","GCA_004216535.1","ASM421653v1","SGWX00000000.1","link"
"747","PAB_0000000751","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Xylanimonas","Xylanimonas cellulosilytica","Xylanimonas cellulosilytica XIL07, DSM 15894","Plants","not_announced","not_announced","not_announced","1121","Tree|Decaying tree in Salamanca Spain","646311968","3831380","3549","3485","Yes","Finished","446471","PRJNA19715","SAMN00002456","GCF_000024965.1","GCA_000024965.1","ASM2496v1","not_available","link"
"748","PAB_0000000752","Actinobacteria","Actinomycetia","Micrococcales","Ruaniaceae","Haloactinobacterium","Haloactinobacterium sp. LNNU 22110","Haloactinobacterium sp. LNNU 22110 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1315","rhizosphere soil|rhizosphere soil","2887443736","4426037","4077","4004","Yes","Permanent Draft","1840413","PRJNA560465","SAMN12586627","GCF_009805705.1","GCA_009805705.1","ASM980570v1","VSMB00000000.1","link"
"749","PAB_0000000753","Actinobacteria","Actinomycetia","Micrococcales","Sanguibacteraceae","Sanguibacter","Sanguibacter sp. Leaf3","Sanguibacter sp. Leaf3 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1332","Arabidopsis leaf|Arabidopsis|Arabidopsis leaf","2643221947","4392999","3904","3837","Yes","Permanent Draft","1736209","PRJNA297956","SAMN04151574","GCF_001425965.1","GCA_001425965.1","Leaf3","LMRH00000000.1","link"
"750","PAB_0000000754","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium","Acidipropionibacterium acidipropionici","Acidipropionibacterium acidipropionici ATCC 55737","Plants","not_announced","not_announced","not_announced","1229","Corn|Corn, maize|Corn","2671180803","3707191","3484","3412","Yes","Finished","1748","PRJNA310791","SAMN04455717","GCF_001602115.1","GCA_001602115.1","ASM160211v1","not_available","link"
"751","PAB_0000000755","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium","Acidipropionibacterium jensenii","Acidipropionibacterium jensenii JS279","Plants","not_announced","not_announced","not_announced","983","Hordeum vulgare|Hordeum vulgare","2841058919","3032477","2739","2660","Yes","Finished","1749","PRJNA427674","SAMN08242442","GCF_004011075.1","GCA_004011075.1","ASM401107v1","not_available","link"
"752","PAB_0000000756","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium","Acidipropionibacterium jensenii","Acidipropionibacterium jensenii JS280","Plants","not_announced","not_announced","not_announced","964","Hordeum vulgare|Hordeum vulgare","2843625778","3044937","2759","2679","Yes","Finished","1749","PRJNA427674","SAMN08242443","GCF_004011055.1","GCA_004011055.1","ASM401105v1","not_available","link"
"753","PAB_0000000757","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Acidipropionibacterium","Acidipropionibacterium virtanenii","Acidipropionibacterium virtanenii JS278 [SPER]","Plants","Spermosphere","not_announced","not_announced","1102","barley grains|barley|barley grains","2834914592","3432872","3216","3129","Yes","Finished","2057246","PRJNA420916","SAMN08125534","GCF_003325455.1","GCA_003325455.1","ASM332545v1","not_available","link"
"754","PAB_0000000758","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Microlunatus","Microlunatus sp. KUDC0627","Microlunatus sp. KUDC0627 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1408","Elymus tsukushiensis|rhizospheric soil|Elymus tsukushiensis|rhizospheric soil","2883821847","5121194","4821","4747","Yes","Finished","2596828","PRJNA554736","SAMN12282882","GCF_007362775.1","GCA_007362775.1","ASM736277v1","not_available","link"
"755","PAB_0000000759","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionibacterium","Propionibacterium cyclohexanicum","Propionibacterium cyclohexanicum DSM 16859 [CARP]","Plants|Food","Carposphere","not_announced","not_announced","982","Spoiled orange juice|Fruits|Orange|Spoiled orange juice","2675903216","2808950","2582","2525","Yes","Permanent Draft","64702","PRJNA332060","SAMN05443377","GCF_900111365.1","GCA_900111365.1","IMG-taxon 2675903216 annotated assembly","FOGZ00000000.1","link"
"756","PAB_0000000760","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinoalloteichus","Actinoalloteichus cyanogriseus","Actinoalloteichus cyanogriseus NRRL B-2194","Plants","not_announced","not_announced","not_announced","1394","rice straw|rice|rice straw","2773857970","5996245","5031","4955","Yes","Permanent Draft","65497","PRJNA238534","SAMN02645219","GCF_000718005.1","GCA_000718005.1","ASM71800v1","JODV00000000.1","link"
"757","PAB_0000000761","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","Actinokineospora auranticolor","Actinokineospora auranticolor DSM 44650 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1629","fallen leaves in a level|forest|fallen leaves in a level-land forest","2731957505","8431890","7476","7402","Yes","Permanent Draft","155976","PRJNA402462","SAMN07621161","GCF_002934265.1","GCA_002934265.1","ASM293426v1","PTIX00000000.1","link"
"758","PAB_0000000762","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","Actinokineospora cianjurensis","Actinokineospora cianjurensis DSM 45657 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1529","leaf|leaf-litter","2734482175","7615874","6732","6649","Yes","Permanent Draft","585224","PRJNA402490","SAMN07621016","GCF_003663795.1","GCA_003663795.1","ASM366379v1","RCDD00000000.1","link"
"759","PAB_0000000763","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","Actinokineospora enzanensis","Actinokineospora enzanensis DSM 44649","Plants|Soil","not_announced","not_announced","not_announced","1605","Forest soil|Soil|Forest Soil|Forest|Forest soil","2518285603","8119858","7409","7316","Yes","Permanent Draft","1120934","PRJNA174972","SAMN02441015","GCF_000374445.1","GCA_000374445.1","ASM37444v1","ARFV00000000.1","link"
"760","PAB_0000000764","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","Actinokineospora inagensis","Actinokineospora inagensis DSM 44258 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1460","Fallen leaves on the shore of a lake|Plants|Fallen leaves on the shore of a lake","2528768220","7278759","6453","6372","Yes","Permanent Draft","1120935","PRJNA188797","SAMN02441427","GCF_000482865.1","GCA_000482865.1","ASM48286v1","AXWW00000000.1","link"
"761","PAB_0000000765","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","Actinokineospora sp. TRM65233","Actinokineospora sp. TRM65233 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1379","Peganum harmala|root","2891326441","6439512","5964","5843","Yes","Permanent Draft","2654637","PRJNA577970","SAMN13045092","GCF_009745975.1","GCA_009745975.1","ASM974597v1","WHOL00000000.1","link"
"762","PAB_0000000766","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora","Actinomycetospora cinnamomea","Actinomycetospora cinnamomea DSM 45771","Plants|Soil","not_announced","not_announced","not_announced","1377","paddy soil|rice|paddy soil","2756170281","5971662","5757","5697","Yes","Permanent Draft","663609","PRJNA442661","SAMN08775281","GCF_003096675.1","GCA_003096675.1","ASM309667v1","QEKW00000000.1","link"
"763","PAB_0000000767","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora","Actinomycetospora corticicola","Actinomycetospora corticicola DSM 45772 [BARK]","Plants","Bark","not_announced","not_announced","1453","bark of mangrove tree|Kandelia candel|bark of mangrove tree, Kandelia candel","2844856562","6166488","6095","6019","Yes","Permanent Draft","663602","PRJNA347113","SAMN05878007","GCF_013409505.1","GCA_013409505.1","ASM1340950v1","JACCBN000000000.1","link"
"764","PAB_0000000768","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola","Actinophytocola oryzae","Actinophytocola oryzae DSM 45499 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2304","roots of Thai glutinous rice plants|Thai glutinous rice|roots of Thai glutinous rice plants","2728369520","10706011","9542","9435","Yes","Permanent Draft","502181","PRJNA402493","SAMN07621005","GCF_004364325.1","GCA_004364325.1","ASM436432v1","SOCP00000000.1","link"
"765","PAB_0000000769","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola","Actinophytocola xanthii","Actinophytocola xanthii 11-183 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1878","Xanthium sibiricum|rhizosphere soil of Xanthium sibiricum","2791354901","8322202","7690","7621","Yes","Permanent Draft","1912961","PRJNA350569","SAMN05942569","GCF_001921205.1","GCA_001921205.1","ASM192120v1","MSIE00000000.1","link"
"766","PAB_0000000770","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinosynnema","Actinosynnema mirum","Actinosynnema mirum DSM 43827 [PHYL]","Plants|Aquatic","Phyllosphere","not_announced","not_announced","1734","Blade of grass from Raritan River NJ|Plants|grass|Blade of grass from Raritan River NJ, USA","644736323","8248144","7176","7100","Yes","Permanent Draft","446462","PRJNA19705","SAMN00001904","GCF_000023245.1","GCA_000023245.1","ASM2324v1","not_available","link"
"767","PAB_0000000771","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis alkalitolerans","Amycolatopsis alkalitolerans SYSUP0005","Plants","not_announced","not_announced","not_announced","1860","Gastrodia|tubers|Gastrodia|tubers","2899370129","6781179","6928","6854","Yes","Permanent Draft","2547244","PRJNA545587","SAMN11897263","GCF_006152065.1","GCA_006152065.1","ASM615206v1","VDFW00000000.1","link"
"768","PAB_0000000772","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis anabasis","Amycolatopsis anabasis EGI 650086 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2219","root|root","2899359706","10940472","10422","10287","Yes","Permanent Draft","1840409","PRJNA561270","SAMN12612889","GCF_009765355.1","GCA_009765355.1","ASM976535v1","VTHK00000000.1","link"
"769","PAB_0000000773","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis endophytica","Amycolatopsis endophytica DSM 104006","Plants","not_announced","not_announced","not_announced","1821","healthy oil|Jatrophacurcas L.|healthy oil-seed plant Jatrophacurcas L","2856431239","7197368","7131","7046","Yes","Permanent Draft","860233","PRJNA632265","SAMN14908397","GCF_013410405.1","GCA_013410405.1","ASM1341040v1","JACCFK000000000.1","link"
"770","PAB_0000000774","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis japonica","Amycolatopsis japonica MG417-CF17, DSM 44213 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1934","Rhizosphere soil","2585427649","9053857","8489","8422","Yes","Finished","208439","PRJNA251529","SAMN02836828","GCF_000732925.1","GCA_000732925.1","ASM73292v1","not_available","link"
"771","PAB_0000000775","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis jiangsuensis","Amycolatopsis jiangsuensis DSM 45859 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1853","surface|Dendranthema indicum L.|surface-sterilized healthy stems of the coastal plant Dendranthema indicum (Linn.) Des Moul","2870593509","8047834","7466","7337","Yes","Permanent Draft","1181879","PRJNA345948","SAMN05878110","GCF_014204865.1","GCA_014204865.1","ASM1420486v1","JACHMG000000000.1","link"
"772","PAB_0000000776","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis sp. BJA-103","Amycolatopsis sp. BJA-103 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1937","rhizomes","2808606522","9488490","8634","8539","Yes","Finished","1911175","PRJNA348800","SAMN05915711","GCF_002849735.1","GCA_002849735.1","ASM284973v1","not_available","link"
"773","PAB_0000000777","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Microlunatus","Microlunatus panaciterrae","Microlunatus panaciterrae DSM 18662","Plants|Soil","not_announced","not_announced","not_announced","1107","ginseng field|ginseng|soil from a ginseng field","2893589407","4068014","3739","3670","Yes","Permanent Draft","400768","not_announced","SAMN17619946","GCF_016907535.1","GCA_016907535.1","ASM1690753v1","JAFBCF000000000.1","link"
"774","PAB_0000000778","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinokineospora","Actinokineospora diospyrosa","Actinokineospora diospyrosa DSM 44255 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1568","persimmon|persimmon|fallen persimmon leaves","2596583538","8112504","7011","6935","Yes","Permanent Draft","103728","PRJNA262058","SAMN03080616","not_announced","not_announced","not_announced","not_announced","link"
"775","PAB_0000000779","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis suaedae","Amycolatopsis suaedae 8-3EHSu [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1807","Suaeda maritima|root","2866612099","7543886","7216","7114","Yes","Permanent Draft","2510978","PRJNA520965","SAMN10797506","GCF_004214935.1","GCA_004214935.1","ASM421493v1","SFCC00000000.1","link"
"776","PAB_0000000780","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Herbihabitans","Herbihabitans rhizosphaerae","Herbihabitans rhizosphaerae DSM 101727 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1474","rhizosphere soil of the herb Limonium sinense|Limonium sinense (Girard)|rhizosphere soil of the herb Limonium sinense (Girard)","2795385472","6627535","6679","6605","Yes","Permanent Draft","1872711","PRJNA519305","SAMN10864763","GCF_004216555.1","GCA_004216555.1","ASM421655v1","SGWQ00000000.1","link"
"777","PAB_0000000781","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium","Kibdelosporangium phytohabitans","Kibdelosporangium phytohabitans KLBMP1111 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","2426","oil-seed plant (Jatropha curcas L.)","2654587679","11759770","10884","10790","Yes","Finished","860235","PRJNA289020","SAMN03840758","GCF_001302585.1","GCA_001302585.1","ASM130258v1","not_available","link"
"778","PAB_0000000782","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Labedaea","Labedaea rhizosphaerae","Labedaea rhizosphaerae DSM 45361 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1654","rhizosphere soil of the cliff|Peucedanum japonicum Thunb.|rhizosphere soil of the cliff-associated plant Peucedanum japonicum Thunb.","2795385470","8317180","7820","7720","Yes","Permanent Draft","598644","PRJNA519298","SAMN10864828","GCF_004362825.1","GCA_004362825.1","ASM436282v1","SNXZ00000000.1","link"
"779","PAB_0000000783","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Prauserella","Prauserella endophytica","Prauserella endophytica CGMCC 4.7182 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2008","Tamarix taklamakanensis|surfacesterilized stem|Tamarix taklamakanensis|surfacesterilized stem","2894502394","7908520","7968","7885","Yes","Permanent Draft","1592324","PRJNA540160","SAMN11523212","GCF_005146945.1","GCA_005146945.1","ASM514694v1","SWMS00000000.1","link"
"780","PAB_0000000784","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Prauserella","Prauserella sp. Am3","Prauserella sp. Am3 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1505","Alnus nepalensis|Root nodules  of  Alnus nepalensis|Plant root|Alnus nepalensis|Root nodules of Alnus nepalensis","2582580736","5325865","4969","4907","Yes","Permanent Draft","1515610","PRJNA253602","SAMN02873981","GCA_000814645.1","GCA_000814645.1","ASM81464v1","JTJI00000000.1","link"
"781","PAB_0000000785","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia acaciae","Pseudonocardia acaciae DSM 45401 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2553","Acacia auriculiformis|Roots of Acacia auriculiformis A. Cunn. ex Benth|Plants|Acacia auriculiformis|Roots of Acacia auriculiformis A. Cunn. ex Benth","2558860112","9931328","9566","9486","Yes","Permanent Draft","1123023","PRJNA215346","SAMN02743958","GCF_000620785.1","GCA_000620785.1","ASM62078v1","JIAI00000000.1","link"
"782","PAB_0000000786","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Actinosynnema","Actinosynnema pretiosum","Actinosynnema pretiosum auranticum NRRL B-16078","Plants","not_announced","not_announced","not_announced","1407","sedge blade|sedge blade surface","2814123198","7231516","8122","8057","Yes","Permanent Draft","42198","PRJNA238534","SAMN02645301","GCA_000716705.1","GCA_000716705.1","ASM71670v1","JNYA00000000.1","link"
"783","PAB_0000000787","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia alni","Pseudonocardia alni DSM 44104 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","1543","root nodules of Alnus incana|Alnus incana|root nodules of Alnus incana","2627854291","5994807","5637","5562","Yes","Permanent Draft","33907","PRJNA303865","SAMN04490211","GCA_002813375.1","GCA_002813375.1","ASM281337v1","PHUJ00000000.1","link"
"784","PAB_0000000788","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia autotrophica","Pseudonocardia autotrophica DSM 43083","Plants","not_announced","not_announced","not_announced","1557","Plants|Plants","2856658706","5830096","5567","5456","Yes","Permanent Draft","2074","PRJNA341362","SAMN05718038","GCF_001902615.1","GCA_001902615.1","ASM190261v1","MIFY00000000.1","link"
"785","PAB_0000000789","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia endophytica","Pseudonocardia endophytica DSM 44969","Plants","not_announced","not_announced","not_announced","1929","pharmaceutical plant Lobelia clavata|Lobelia clavata|pharmaceutical plant Lobelia clavata","2806310577","7567994","7085","7019","Yes","Permanent Draft","401976","PRJNA519694","SAMN10866048","GCF_004339565.1","GCA_004339565.1","ASM433956v1","SMFZ00000000.1","link"
"786","PAB_0000000790","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia eucalypti","Pseudonocardia eucalypti DSM 45351 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2084","Eucalyptus microcarpa|root of Eucalyptus microcarpa|Eucalyptus microcarpa|root of Eucalyptus microcarpa (Grey Box tree)","2870782633","9624083","8546","8468","Yes","Permanent Draft","648755","PRJNA347131","SAMN05878463","GCF_014208095.1","GCA_014208095.1","ASM1420809v1","JACHMT000000000.1","link"
"787","PAB_0000000791","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia kunmingensis","Pseudonocardia kunmingensis DSM 45301 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2619","Artemisia annua|surface|Artemisia annua|surface-sterilized roots of Artemisia annua L.","2816332139","9138787","8705","8631","Yes","Permanent Draft","630975","PRJNA538390","SAMN11512656","GCF_006716445.1","GCA_006716445.1","ASM671644v1","VFPA00000000.1","link"
"788","PAB_0000000792","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora dendranthemae","Saccharopolyspora dendranthemae DSM 46699 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1663","surface|Dendranthema indicum L.|surface-sterilized stems of a coastal salt marsh plant Dendranthema indicum (Linn)","2818991479","6410624","5863","5785","Yes","Permanent Draft","1181886","PRJNA546938","SAMN12024781","GCF_007829955.1","GCA_007829955.1","ASM782995v1","VIWX00000000.1","link"
"789","PAB_0000000793","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora gloriosae","Saccharopolyspora gloriosae DSM 45582 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1598","surface|Gloriosa superba L.|surface-sterilzied stem of Gloriosa superba L.","2863061853","6825909","6095","5985","Yes","Permanent Draft","455344","PRJNA347099","SAMN05878036","GCF_014203325.1","GCA_014203325.1","ASM1420332v1","JACHIV000000000.1","link"
"790","PAB_0000000794","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora hordei","Saccharopolyspora hordei DSM 44065","Plants","not_announced","not_announced","not_announced","1553","hay|hay|hay","2856425837","5783988","5401","5307","Yes","Permanent Draft","1838","PRJNA632331","SAMN14908465","GCF_013410345.1","GCA_013410345.1","ASM1341034v1","JACCFJ000000000.1","link"
"791","PAB_0000000795","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora rectivirgula","Saccharopolyspora rectivirgula DSM 43113","Plants","not_announced","not_announced","not_announced","1158","mouldy hay|mouldy hay","2609460237","3961468","3731","3669","Yes","Permanent Draft","28042","PRJNA252549","SAMN02851309","GCF_000710755.1","GCA_000710755.1","ASM71075v1","JNVU00000000.1","link"
"792","PAB_0000000796","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora phatthalungensis","Saccharopolyspora phatthalungensis DSM 45584 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1742","rhizospheric soil of a rubber tree|rubber tree (Hevea brasiliensis)|rhizospheric soil of a rubber tree (Hevea brasiliensis)","2863067949","8541735","7747","7606","Yes","Permanent Draft","664693","PRJNA347100","SAMN05878392","GCF_014203395.1","GCA_014203395.1","ASM1420339v1","JACHIW000000000.1","link"
"793","PAB_0000000797","Actinobacteria","Actinomycetia","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolyspora rhizosphaerae","Saccharopolyspora rhizosphaerae H219 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1562","rhizosphere soil","2866552031","5824618","5504","5418","Yes","Permanent Draft","2492662","PRJNA507588","SAMN10498557","GCF_003931915.1","GCA_003931915.1","ASM393191v1","RSAA00000000.1","link"
